frame_idx,timestamp_s,pose_label,category,karate_terms,n_persons,focal_length_px,head_x,head_y,head_z,spine_x,spine_y,spine_z,hip_l_x,hip_l_y,hip_l_z,hip_r_x,hip_r_y,hip_r_z,lfoot_x,lfoot_y,lfoot_z,rfoot_x,rfoot_y,rfoot_z
2286,95.25,yoi (ready stance),instruction,,1,876.3,0.0237,-1.6199,-0.1673,0.098,-1.6388,-0.0371,0.1146,-0.5059,-0.0058,-0.1275,-0.5094,-0.01,0.1309,-0.0849,0.1075,-0.1408,-0.1814,-0.0872
2292,95.5,yoi (ready stance),instruction,,1,941.1,0.021,-1.6236,-0.1754,0.0958,-1.6401,-0.0448,0.1161,-0.5078,-0.0161,-0.131,-0.511,-0.0173,0.1324,-0.0916,0.102,-0.1469,-0.1781,-0.0964
2298,95.75,yoi (ready stance),instruction,,1,902.2,0.0211,-1.6221,-0.1729,0.0977,-1.6425,-0.0431,0.1151,-0.5087,-0.0268,-0.1312,-0.5119,-0.019,0.133,-0.0937,0.083,-0.1479,-0.1865,-0.1059
2304,96.0,yoi (ready stance),instruction,,1,909.2,0.0185,-1.629,-0.1647,0.0948,-1.6496,-0.0348,0.1131,-0.5085,-0.0401,-0.1209,-0.5099,-0.0281,0.1262,-0.0898,0.0551,-0.121,-0.1942,-0.1328
2310,96.25,yoi (ready stance),instruction,,1,792.8,-0.0084,-1.5901,-0.2278,0.0729,-1.6202,-0.0979,0.1463,-0.5069,-0.1005,-0.1924,-0.5182,-0.1016,0.2024,-0.0727,-0.009,-0.2929,-0.0989,-0.2535
2316,96.5,yoi (ready stance),instruction,,1,823.1,-0.0069,-1.5931,-0.2226,0.0766,-1.6201,-0.0933,0.1463,-0.5079,-0.0978,-0.1927,-0.5197,-0.0986,0.203,-0.0761,-0.0047,-0.2941,-0.1019,-0.2481
2322,96.75,yoi (ready stance),instruction,,1,808.9,-0.008,-1.5841,-0.2324,0.0755,-1.6164,-0.1045,0.1443,-0.5071,-0.097,-0.194,-0.5194,-0.0972,0.2002,-0.0753,-0.0029,-0.2946,-0.1003,-0.2457
2328,97.0,yoi (ready stance),instruction,,1,822.5,-0.007,-1.583,-0.2346,0.0753,-1.6161,-0.1061,0.1457,-0.5067,-0.0931,-0.1935,-0.5187,-0.0951,0.201,-0.0754,0.0032,-0.295,-0.0968,-0.2411
2334,97.25,yoi (ready stance),instruction,,1,835.7,-0.0067,-1.5811,-0.2378,0.0749,-1.6136,-0.1081,0.1441,-0.5064,-0.0866,-0.1924,-0.5186,-0.0878,0.2018,-0.0759,0.0059,-0.2985,-0.096,-0.2304
2340,97.5,yoi (ready stance),instruction,,1,828.2,-0.0095,-1.5794,-0.2583,0.0718,-1.6106,-0.1278,0.1419,-0.5096,-0.0978,-0.1916,-0.5209,-0.0934,0.1982,-0.0803,0.001,-0.2945,-0.0986,-0.2267
2346,97.75,yoi (ready stance),instruction,,1,839.9,-0.0051,-1.5765,-0.2491,0.0756,-1.6074,-0.119,0.1447,-0.5043,-0.0638,-0.1895,-0.5173,-0.0754,0.2033,-0.0738,0.0351,-0.2945,-0.0937,-0.2146
2352,98.0,yoi (ready stance),instruction,,1,828.8,-0.004,-1.5704,-0.2522,0.071,-1.6074,-0.1199,0.1438,-0.5089,-0.0793,-0.1915,-0.522,-0.0884,0.2023,-0.0803,0.0188,-0.2938,-0.1024,-0.2297
2358,98.25,yoi (ready stance),instruction,,1,824.0,-0.0085,-1.5678,-0.2395,0.0689,-1.6104,-0.1099,0.1451,-0.5163,-0.1022,-0.1875,-0.5251,-0.0954,0.1972,-0.0916,-0.014,-0.2922,-0.1128,-0.2424
2364,98.5,yoi (ready stance),instruction,,1,813.0,-0.0093,-1.5646,-0.2342,0.0705,-1.6157,-0.111,0.149,-0.5188,-0.0861,-0.1854,-0.5303,-0.1063,0.1963,-0.0966,0.0045,-0.2882,-0.1205,-0.2397
2370,98.75,yoi (ready stance),instruction,,1,831.9,-0.0018,-1.5714,-0.2325,0.0793,-1.6124,-0.1067,0.1486,-0.5183,-0.0989,-0.186,-0.5293,-0.1095,0.1965,-0.0973,-0.0126,-0.292,-0.1171,-0.2514
2376,99.0,yoi (ready stance),instruction,,1,801.7,-0.0047,-1.5897,-0.1949,0.0759,-1.6224,-0.0655,0.144,-0.5158,-0.0865,-0.1886,-0.5287,-0.0975,0.1951,-0.0929,-0.0015,-0.2952,-0.1206,-0.2433
2382,99.25,yoi (ready stance),instruction,,1,794.8,-0.004,-1.5843,-0.2265,0.0765,-1.6151,-0.0964,0.1407,-0.5064,-0.1056,-0.194,-0.5202,-0.1042,0.1958,-0.0726,-0.0241,-0.3021,-0.1011,-0.2601
2388,99.5,yoi (ready stance),instruction,,1,796.9,-0.0036,-1.5861,-0.2356,0.0769,-1.6157,-0.105,0.1407,-0.5074,-0.0991,-0.1963,-0.5204,-0.095,0.1937,-0.0755,-0.0042,-0.3039,-0.1013,-0.2392
2394,99.75,yoi (ready stance),instruction,,1,802.5,-0.0014,-1.5873,-0.2347,0.0805,-1.6157,-0.1045,0.1402,-0.506,-0.0952,-0.1965,-0.5209,-0.0954,0.1937,-0.0741,-0.0006,-0.3042,-0.1013,-0.2378
2400,100.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,808.2,-0.0013,-1.5879,-0.2313,0.0783,-1.6153,-0.0993,0.1386,-0.5073,-0.1021,-0.1979,-0.5222,-0.1002,0.1916,-0.0758,-0.0079,-0.3062,-0.103,-0.2435
2406,100.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,826.8,0.0183,-1.5894,-0.2257,0.078,-1.6157,-0.0837,0.1443,-0.5118,-0.1192,-0.1917,-0.5198,-0.1021,0.2003,-0.0787,-0.0334,-0.2954,-0.1004,-0.2461
2412,100.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,809.5,0.0934,-1.5634,-0.233,0.0912,-1.6066,-0.0833,0.1761,-0.5408,-0.1804,-0.1675,-0.5296,-0.1652,0.2342,-0.1061,-0.1201,-0.2362,-0.1192,-0.2951
2418,100.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,925.9,0.1247,-1.5504,-0.1858,0.0849,-1.6121,-0.0507,0.3351,-0.6467,-0.1796,-0.1291,-0.5702,-0.2841,0.3712,-0.2178,-0.1185,-0.1925,-0.2013,-0.2849
2424,101.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,951.3,0.0849,-1.5516,-0.1784,0.0719,-1.6086,-0.0373,0.3663,-0.6733,-0.1466,-0.179,-0.6122,-0.3019,0.5634,-0.2984,-0.1628,-0.2901,-0.2977,-0.2473
2430,101.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,960.0,0.1257,-1.5606,-0.2086,0.1095,-1.6096,-0.0656,0.3931,-0.7032,-0.1747,-0.2239,-0.6199,-0.2974,0.523,-0.3003,-0.1303,-0.3592,-0.2945,-0.2487
2436,101.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,912.4,0.1008,-1.5659,-0.2423,0.1364,-1.6067,-0.0997,0.3955,-0.707,-0.1772,-0.2419,-0.6229,-0.284,0.5279,-0.3038,-0.1355,-0.3621,-0.2904,-0.2319
2442,101.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,906.2,0.08,-1.568,-0.2398,0.1286,-1.6082,-0.1009,0.3937,-0.7078,-0.1791,-0.238,-0.6232,-0.2858,0.5306,-0.3064,-0.1351,-0.3598,-0.2908,-0.2343
2448,102.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,925.4,0.0781,-1.5752,-0.2369,0.1253,-1.6117,-0.0963,0.3971,-0.7088,-0.1699,-0.2336,-0.6214,-0.286,0.5342,-0.3075,-0.1274,-0.3566,-0.2909,-0.2318
2454,102.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,919.1,0.1036,-1.5724,-0.2274,0.1226,-1.6135,-0.0814,0.3983,-0.7069,-0.1671,-0.2331,-0.622,-0.2888,0.5335,-0.3054,-0.1197,-0.3566,-0.293,-0.2331
2460,102.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,925.8,0.153,-1.5702,-0.1762,0.1127,-1.61,-0.0339,0.3982,-0.709,-0.1548,-0.2299,-0.633,-0.2964,0.5319,-0.307,-0.1027,-0.3465,-0.3044,-0.2398
2466,102.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,933.4,0.1408,-1.5646,-0.1752,0.1076,-1.6132,-0.0339,0.3918,-0.7076,-0.1541,-0.2312,-0.6352,-0.292,0.5266,-0.3107,-0.1062,-0.3488,-0.309,-0.2496
2472,103.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,934.4,0.0676,-1.5156,-0.2204,0.1275,-1.5868,-0.0992,0.3915,-0.7144,-0.1714,-0.234,-0.6415,-0.2982,0.5248,-0.3142,-0.1256,-0.3478,-0.312,-0.2579
2478,103.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,954.5,0.0104,-1.4944,-0.2418,0.1179,-1.5686,-0.164,0.3937,-0.707,-0.169,-0.2307,-0.6285,-0.2899,0.5309,-0.3102,-0.1321,-0.3531,-0.2947,-0.2499
2484,103.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,930.0,0.0152,-1.5117,-0.2642,0.1137,-1.5823,-0.172,0.3918,-0.7077,-0.1805,-0.2303,-0.6224,-0.2856,0.5326,-0.3094,-0.1419,-0.3551,-0.2905,-0.2383
2490,103.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,937.2,0.0654,-1.5597,-0.2403,0.1242,-1.6039,-0.1068,0.3909,-0.7064,-0.1782,-0.2337,-0.6246,-0.2853,0.5298,-0.3079,-0.131,-0.3576,-0.292,-0.2359
2496,104.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,940.0,0.0768,-1.5717,-0.2315,0.1217,-1.6107,-0.0908,0.3932,-0.7057,-0.1734,-0.2341,-0.6237,-0.285,0.5284,-0.3051,-0.1265,-0.3591,-0.2908,-0.2362
2502,104.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,940.9,0.0985,-1.5773,-0.2232,0.1223,-1.6149,-0.0768,0.3939,-0.7051,-0.1741,-0.2314,-0.6236,-0.29,0.5312,-0.3041,-0.128,-0.3572,-0.2904,-0.2414
2508,104.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,947.5,0.1497,-1.5755,-0.1882,0.1089,-1.615,-0.046,0.394,-0.7022,-0.1699,-0.2345,-0.6178,-0.2816,0.5333,-0.3006,-0.1246,-0.3592,-0.2851,-0.2283
2514,104.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,955.9,0.1487,-1.5704,-0.1944,0.1077,-1.6131,-0.0538,0.3959,-0.7033,-0.1676,-0.2372,-0.6176,-0.2786,0.5314,-0.301,-0.1166,-0.3626,-0.2858,-0.2228
2520,105.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,955.7,0.1505,-1.5707,-0.1947,0.1043,-1.613,-0.0556,0.3965,-0.7031,-0.1647,-0.2383,-0.6181,-0.2777,0.5299,-0.3013,-0.1083,-0.3661,-0.2874,-0.221
2526,105.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,942.6,0.1563,-1.5711,-0.1924,0.1046,-1.6142,-0.0554,0.3982,-0.7055,-0.1641,-0.2354,-0.6195,-0.2831,0.5262,-0.3021,-0.1096,-0.3683,-0.2901,-0.2283
2532,105.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,912.7,0.1782,-1.5662,-0.1769,0.1241,-1.613,-0.0411,0.4086,-0.7123,-0.1437,-0.2297,-0.6198,-0.2882,0.4984,-0.3019,-0.0792,-0.3808,-0.3026,-0.2468
2538,105.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,963.3,0.2057,-1.5655,-0.1326,0.1367,-1.6158,-0.0045,0.41,-0.7003,-0.0859,-0.2754,-0.6143,-0.2376,0.3747,-0.2773,-0.0321,-0.5001,-0.2957,-0.2839
2544,106.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,943.1,0.2269,-1.5665,-0.0886,0.142,-1.6139,0.0304,0.3419,-0.626,-0.0921,-0.2486,-0.6284,-0.2867,0.172,-0.2305,-0.0091,-0.5928,-0.2777,-0.369
2550,106.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1001.2,0.2209,-1.5702,-0.0641,0.1116,-1.6149,0.0348,0.2542,-0.5697,-0.0067,0.0316,-0.5681,-0.2859,0.0621,-0.1832,0.0408,-0.1323,-0.2025,-0.3005
2556,106.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,937.7,0.1941,-1.5683,-0.0372,0.0742,-1.6118,0.0416,0.1903,-0.5527,0.1506,0.1852,-0.5391,-0.0761,0.0098,-0.1638,0.1555,0.1794,-0.1553,-0.0491
2562,106.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1004.6,0.1829,-1.5716,-0.0237,0.0541,-1.6114,0.0447,0.09,-0.5149,0.121,0.0949,-0.5083,-0.0695,-0.0392,-0.1038,0.119,0.1452,-0.0921,-0.0554
2568,107.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,983.0,0.1611,-1.574,-0.0662,0.034,-1.6073,0.0077,0.0498,-0.498,0.1063,0.0521,-0.4924,-0.0687,-0.049,-0.0723,0.1207,0.1436,-0.0618,-0.0476
2574,107.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1049.1,0.1522,-1.5776,-0.0467,0.0232,-1.6096,0.0243,0.0279,-0.5041,0.1165,0.04,-0.4974,-0.0548,-0.0677,-0.0863,0.1282,0.1311,-0.0754,-0.0266
2580,107.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1031.2,0.1472,-1.5822,-0.0403,0.0172,-1.6131,0.03,0.0096,-0.5056,0.1121,0.0328,-0.5011,-0.0562,-0.1001,-0.0887,0.1137,0.1192,-0.0808,-0.0296
2586,107.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1009.3,0.1268,-1.584,-0.0321,0.0005,-1.6162,0.0447,0.0069,-0.4991,0.1061,0.0252,-0.4968,-0.0742,-0.0927,-0.0791,0.1087,0.1116,-0.0752,-0.0577
2592,108.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1027.2,0.1225,-1.5732,-0.1109,0.0559,-1.6186,0.0176,0.0105,-0.4968,0.1042,0.0308,-0.4944,-0.0727,-0.0983,-0.0759,0.1007,0.1128,-0.0717,-0.0585
2598,108.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1042.0,0.1235,-1.5476,-0.1364,0.0995,-1.6065,0.0014,0.0051,-0.4968,0.1196,0.0273,-0.4934,-0.0586,-0.1057,-0.0721,0.1363,0.1093,-0.0688,-0.0401
2604,108.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1023.9,0.1428,-1.5219,-0.1255,0.0942,-1.6028,-0.0064,-0.0021,-0.4976,0.112,0.012,-0.494,-0.0661,-0.1147,-0.0721,0.124,0.0989,-0.0641,-0.0548
2610,108.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1014.5,0.1685,-1.5375,-0.0803,0.075,-1.6129,0.0138,0.003,-0.4957,0.115,0.0267,-0.4921,-0.0537,-0.1045,-0.0678,0.1294,0.1082,-0.0633,-0.03
2616,109.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1010.5,0.1491,-1.5698,-0.0424,0.028,-1.6221,0.0351,0.0044,-0.4974,0.1112,0.0276,-0.4958,-0.0646,-0.1085,-0.0744,0.116,0.1084,-0.0665,-0.0413
2622,109.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,964.9,0.1283,-1.5807,-0.0366,0.0017,-1.6186,0.0395,0.0119,-0.5048,0.1118,0.0311,-0.5031,-0.0708,-0.0989,-0.0891,0.1144,0.1132,-0.0842,-0.0476
2628,109.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1000.3,0.127,-1.5798,-0.0338,0.001,-1.6152,0.0437,0.0127,-0.5043,0.1122,0.0351,-0.5019,-0.0676,-0.0895,-0.085,0.1178,0.1193,-0.0812,-0.0393
2634,109.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,994.1,0.1472,-1.5701,-0.0959,0.0608,-1.6202,0.0197,0.0312,-0.5025,0.1072,0.0386,-0.5013,-0.0827,-0.0558,-0.0824,0.1224,0.1522,-0.073,-0.0711
2640,110.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1013.0,0.101,-1.5717,-0.1819,0.0919,-1.6242,-0.0367,0.0813,-0.5039,0.0159,-0.038,-0.5147,-0.1615,-0.0341,-0.0891,0.0441,-0.0349,-0.1039,-0.2597
2646,110.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,1027.9,0.0648,-1.5656,-0.2154,0.1208,-1.6082,-0.0777,0.1147,-0.5098,-0.0275,-0.089,-0.5213,-0.1361,0.0115,-0.0927,0.0266,-0.0574,-0.0993,-0.2646
2652,110.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,981.4,0.0332,-1.5596,-0.2401,0.1077,-1.6078,-0.1163,0.0875,-0.5118,-0.097,-0.0988,-0.5159,-0.1024,0.0249,-0.1076,0.0298,-0.0544,-0.0907,-0.2088
2658,110.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,958.0,0.0173,-1.5389,-0.2497,0.1046,-1.5969,-0.1377,0.0708,-0.507,-0.0865,-0.0986,-0.5126,-0.0671,0.0057,-0.0998,0.0362,-0.0574,-0.0942,-0.1722
2664,111.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,995.4,0.0183,-1.53,-0.2512,0.1018,-1.5889,-0.1378,0.0644,-0.5093,-0.0731,-0.1015,-0.5139,-0.066,0.0011,-0.1031,0.0451,-0.0642,-0.0964,-0.1733
2670,111.25,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,970.3,0.0126,-1.5376,-0.2385,0.0953,-1.6008,-0.1284,0.0641,-0.5128,-0.083,-0.1023,-0.518,-0.0773,0.0001,-0.1046,0.0131,-0.0641,-0.1044,-0.1936
2676,111.5,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,970.8,0.0097,-1.5306,-0.2495,0.0951,-1.5975,-0.1424,0.0677,-0.5075,-0.0836,-0.1052,-0.5139,-0.0732,0.0101,-0.0896,0.0179,-0.0655,-0.0965,-0.1896
2682,111.75,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,966.4,0.0095,-1.5283,-0.2513,0.0957,-1.5958,-0.1452,0.0732,-0.5077,-0.0911,-0.0955,-0.5113,-0.0837,0.0156,-0.0888,0.0005,-0.0505,-0.0926,-0.2011
2688,112.0,morote uke (augmented block) from gedan barai,technique,hiki-te|cross-block|morote-uke,1,948.6,0.0085,-1.5269,-0.2503,0.0934,-1.5932,-0.1425,0.0784,-0.5097,-0.1067,-0.0943,-0.5131,-0.0969,0.0211,-0.0868,-0.0229,-0.0426,-0.0933,-0.2262
2694,112.25,transition,unknown,,1,971.9,0.0058,-1.5353,-0.224,0.0896,-1.5991,-0.1154,0.0757,-0.5141,-0.0981,-0.0927,-0.5152,-0.0876,0.0163,-0.0961,-0.0164,-0.0429,-0.1017,-0.2109
2700,112.5,transition,unknown,,1,1002.0,0.0091,-1.5351,-0.2451,0.0896,-1.6005,-0.1333,0.0744,-0.514,-0.0882,-0.0915,-0.5134,-0.0735,0.0171,-0.1006,0.0077,-0.0452,-0.0946,-0.1897
2706,112.75,transition,unknown,,1,992.9,0.0044,-1.5375,-0.2463,0.0855,-1.6042,-0.1341,0.0747,-0.5126,-0.0983,-0.0969,-0.5153,-0.0837,0.0094,-0.1003,0.0094,-0.0513,-0.0951,-0.2016
2712,113.0,transition,unknown,,1,972.7,0.0061,-1.5287,-0.2498,0.0854,-1.5939,-0.138,0.0687,-0.5127,-0.0878,-0.0991,-0.5144,-0.0842,0.009,-0.102,0.0197,-0.0545,-0.1005,-0.1843
2718,113.25,transition,unknown,,1,981.3,0.0116,-1.5358,-0.2348,0.0931,-1.5994,-0.123,0.0724,-0.5168,-0.0919,-0.0979,-0.519,-0.08,0.0151,-0.1041,-0.0029,-0.0511,-0.1035,-0.2008
2724,113.5,transition,unknown,,1,974.7,0.0177,-1.5295,-0.2354,0.0997,-1.5956,-0.1254,0.0733,-0.5116,-0.097,-0.0969,-0.5152,-0.0796,0.0213,-0.0937,-0.0085,-0.045,-0.0995,-0.1983
2730,113.75,transition,unknown,,1,986.2,0.0354,-1.5328,-0.2372,0.1076,-1.5943,-0.1184,0.0824,-0.5145,-0.1045,-0.0886,-0.5148,-0.0895,0.0279,-0.0989,-0.0118,-0.0325,-0.101,-0.2068
2736,114.0,transition,unknown,,1,1001.1,0.1004,-1.5245,-0.2347,0.119,-1.591,-0.0966,0.1586,-0.52,-0.0619,-0.0568,-0.5107,-0.1293,0.0718,-0.1039,0.0187,0.0011,-0.0781,-0.2519
2742,114.25,transition,unknown,,1,1022.6,0.1423,-1.5457,-0.1452,0.0885,-1.6192,-0.0205,0.122,-0.5051,0.0605,-0.0282,-0.5014,-0.1166,0.0233,-0.0893,0.1283,-0.0014,-0.0718,-0.2568
2748,114.5,transition,unknown,,1,964.4,0.1522,-1.5558,-0.0671,0.0509,-1.6183,0.0296,0.0735,-0.4987,0.0757,0.0004,-0.5039,-0.1522,-0.0289,-0.0761,0.0842,0.0298,-0.0924,-0.3065
2754,114.75,transition,unknown,,1,998.2,0.1575,-1.5611,-0.015,0.0326,-1.6117,0.0532,0.0339,-0.5026,0.1183,0.063,-0.5006,-0.07,-0.0593,-0.0799,0.1207,0.1413,-0.0801,-0.0516
2760,115.0,transition,unknown,,1,1002.2,0.1346,-1.5763,-0.0051,-0.0017,-1.6089,0.0503,0.0297,-0.5044,0.1221,0.0568,-0.4999,-0.0515,-0.0911,-0.0883,0.1104,0.1421,-0.075,-0.0133
2766,115.25,transition,unknown,,1,972.9,0.1168,-1.5923,-0.0182,-0.0163,-1.6121,0.0503,0.0262,-0.5014,0.1116,0.0414,-0.4988,-0.0562,-0.0643,-0.0793,0.1105,0.1342,-0.0733,-0.0133
2772,115.5,transition,unknown,,1,982.1,0.101,-1.6009,-0.0191,-0.0305,-1.6107,0.0544,0.0133,-0.5029,0.1205,0.0331,-0.4999,-0.0549,-0.0794,-0.0819,0.1215,0.1236,-0.0761,-0.013
2778,115.75,transition,unknown,,1,953.0,0.1003,-1.597,-0.0191,-0.0318,-1.6127,0.0526,0.0147,-0.5025,0.1246,0.0326,-0.4989,-0.0579,-0.0986,-0.0857,0.1259,0.1133,-0.0779,-0.0198
2784,116.0,transition,unknown,,1,986.6,0.1103,-1.591,-0.0177,-0.0198,-1.6123,0.0561,0.0115,-0.5016,0.1226,0.0296,-0.4992,-0.0581,-0.098,-0.0843,0.1218,0.1179,-0.0777,-0.0148
2790,116.25,transition,unknown,,1,1028.0,0.1218,-1.5844,-0.0211,-0.0052,-1.6126,0.0555,0.0256,-0.504,0.1271,0.05,-0.5009,-0.0547,-0.0679,-0.0841,0.1326,0.1381,-0.0791,-0.0115
2796,116.5,transition,unknown,,1,1018.4,0.1255,-1.5788,-0.0258,0.0042,-1.6108,0.0584,0.0434,-0.5073,0.119,0.0678,-0.5063,-0.0621,-0.0402,-0.0872,0.123,0.1624,-0.0858,-0.0283
2802,116.75,transition,unknown,,1,1057.4,0.1272,-1.5567,-0.139,0.0767,-1.6217,-0.0108,0.142,-0.5199,0.1167,0.1538,-0.5272,-0.1216,0.0013,-0.1127,0.1453,0.2069,-0.1165,-0.1395
2808,117.0,transition,unknown,,1,1029.1,0.0568,-1.5506,-0.2294,0.1099,-1.6203,-0.1042,0.2666,-0.5686,-0.0394,0.0071,-0.5588,-0.2824,0.0594,-0.1883,-0.034,-0.1714,-0.1989,-0.2768
2814,117.25,transition,unknown,,1,1016.6,-0.0214,-1.5094,-0.2377,0.0933,-1.5803,-0.1697,0.3443,-0.6367,-0.1356,-0.3391,-0.6765,-0.2189,0.1717,-0.2465,-0.0536,-0.6937,-0.3449,-0.3095
2820,117.5,transition,unknown,,1,967.0,-0.0942,-1.5579,-0.2069,0.0441,-1.6032,-0.1572,0.2053,-0.6207,-0.3049,-0.3841,-0.6935,-0.1506,0.4069,-0.2879,-0.1148,-0.6706,-0.3277,-0.218
2826,117.75,transition,unknown,,1,1006.7,-0.0957,-1.5684,-0.2002,0.0481,-1.6085,-0.1641,0.2312,-0.6197,-0.2967,-0.4081,-0.7024,-0.1302,0.3961,-0.2755,-0.0792,-0.7043,-0.3253,-0.1541
2832,118.0,transition,unknown,,1,923.6,-0.1041,-1.5811,-0.1899,0.0427,-1.6172,-0.1624,0.2305,-0.6227,-0.3012,-0.419,-0.7106,-0.1108,0.3879,-0.286,-0.0687,-0.7158,-0.3342,-0.1314
2838,118.25,transition,unknown,,1,911.1,-0.109,-1.5809,-0.1853,0.0387,-1.6151,-0.1618,0.232,-0.6263,-0.3043,-0.4177,-0.7078,-0.1121,0.3923,-0.2829,-0.08,-0.7137,-0.3303,-0.1276
2844,118.5,transition,unknown,,1,973.5,-0.1203,-1.5835,-0.1651,0.0287,-1.618,-0.1514,0.2272,-0.6247,-0.3074,-0.4243,-0.7136,-0.0949,0.4017,-0.2886,-0.0841,-0.7044,-0.3283,-0.1036
2850,118.75,transition,unknown,,1,957.3,-0.1317,-1.5811,-0.1131,0.0173,-1.6174,-0.1117,0.2521,-0.5989,-0.2471,-0.4116,-0.7032,-0.0758,0.5339,-0.2931,-0.1035,-0.5645,-0.2989,-0.0764
2856,119.0,transition,unknown,,1,881.2,-0.1555,-1.5867,-0.0975,-0.0082,-1.6176,-0.121,0.151,-0.5784,-0.2875,-0.3132,-0.6061,-0.0575,0.4799,-0.3183,-0.1654,-0.3625,-0.2042,-0.0644
2862,119.25,transition,unknown,,1,851.3,-0.162,-1.5674,-0.0855,-0.0258,-1.5993,-0.1419,-0.1646,-0.5782,-0.2222,-0.2314,-0.5672,0.0438,0.1153,-0.2589,-0.158,-0.2764,-0.1626,0.0177
2868,119.5,transition,unknown,,1,868.4,-0.1456,-1.5764,-0.0477,-0.0173,-1.6004,-0.1224,-0.1579,-0.5331,-0.0795,-0.1363,-0.5313,0.129,0.0035,-0.1392,-0.0671,-0.2134,-0.1105,0.1489
2874,119.75,transition,unknown,,1,840.7,-0.122,-1.5828,-0.0612,0.0092,-1.6024,-0.1345,-0.081,-0.5062,-0.0754,-0.086,-0.5145,0.1296,0.0385,-0.0833,-0.0678,-0.2001,-0.069,0.1654
2880,120.0,transition,unknown,,1,840.0,-0.1065,-1.5897,-0.053,0.0265,-1.6049,-0.1223,-0.0604,-0.5069,-0.0767,-0.0678,-0.5106,0.1086,0.047,-0.0843,-0.0644,-0.178,-0.0707,0.1175
